sortby,weekday,time,jamp,tablename,VD,direct,road,position,city,district,newdirect
1,1,6,0.0,EVQKWL60,VQKWL60,E,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,E
1,1,7,0.0,EVQKWL60,VQKWL60,E,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,E
1,1,8,0.0,EVQKWL60,VQKWL60,E,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,E
1,1,9,0.0,EVQKWL60,VQKWL60,E,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,E
1,1,10,0.0,EVQKWL60,VQKWL60,E,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,E
1,1,11,0.0,EVQKWL60,VQKWL60,E,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,E
1,1,12,0.0,EVQKWL60,VQKWL60,E,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,E
1,1,13,0.0,EVQKWL60,VQKWL60,E,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,E
1,1,14,0.0,EVQKWL60,VQKWL60,E,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,E
1,1,15,0.0,EVQKWL60,VQKWL60,E,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,E
1,1,16,0.0,EVQKWL60,VQKWL60,E,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,E
1,1,17,0.0,EVQKWL60,VQKWL60,E,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,E
1,1,18,0.0,EVQKWL60,VQKWL60,E,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,E
1,1,19,0.0,EVQKWL60,VQKWL60,E,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,E
1,1,20,0.0,EVQKWL60,VQKWL60,E,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,E
1,1,21,0.0,EVQKWL60,VQKWL60,E,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,E
1,1,22,0.0,EVQKWL60,VQKWL60,E,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,E
1,1,23,0.0,EVQKWL60,VQKWL60,E,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,E
1,2,0,0.0,EVQKWL60,VQKWL60,E,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,E
1,2,1,0.0,EVQKWL60,VQKWL60,E,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,E
1,2,2,0.0,EVQKWL60,VQKWL60,E,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,E
1,2,3,0.0,EVQKWL60,VQKWL60,E,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,E
1,2,4,0.0,EVQKWL60,VQKWL60,E,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,E
1,2,5,0.0,EVQKWL60,VQKWL60,E,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,E
1,2,6,0.0,EVQKWL60,VQKWL60,E,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,E
1,2,7,0.0,EVQKWL60,VQKWL60,E,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,E
1,2,8,0.0,EVQKWL60,VQKWL60,E,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,E
1,2,9,0.0,EVQKWL60,VQKWL60,E,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,E
1,2,10,0.0,EVQKWL60,VQKWL60,E,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,E
1,2,11,0.0,EVQKWL60,VQKWL60,E,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,E
1,2,12,0.0,EVQKWL60,VQKWL60,E,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,E
1,2,13,0.0,EVQKWL60,VQKWL60,E,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,E
1,2,14,0.0,EVQKWL60,VQKWL60,E,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,E
