sortby,weekday,time,jamp,tablename,VD,direct,road,position,city,district,newdirect
51,0,11,0.2766,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,0,12,0.1915,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,0,13,0.1702,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,0,14,0.1064,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,0,15,0.1489,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,0,16,0.3617,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,0,17,0.4894,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,0,18,0.6383,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,0,19,0.7872,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,0,20,0.6383,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,0,21,0.1702,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,0,22,0.0851,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,0,23,0.0,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,1,0,0.0,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,1,1,0.0,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,1,2,0.0,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,1,3,0.0,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,1,4,0.0,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,1,5,0.0,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,1,6,0.0,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,1,7,0.0,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,1,8,0.1489,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,1,9,0.2128,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,1,10,0.4894,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,1,11,0.3191,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,1,12,0.1957,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,1,13,0.0638,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,1,14,0.0426,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,1,15,0.2553,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,1,16,0.4255,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,1,17,0.5745,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,1,18,0.6809,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,1,19,0.8936,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,1,20,0.6809,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,1,21,0.1915,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,1,22,0.0213,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,1,23,0.0213,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,2,0,0.0,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,2,1,0.0,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,2,2,0.0,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,2,3,0.0,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,2,4,0.0,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,2,5,0.0,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,2,6,0.0,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,2,7,0.0,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,2,8,0.1739,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,2,9,0.2979,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,2,10,0.617,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,2,11,0.4043,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,2,12,0.1915,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,2,13,0.2826,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,2,14,0.1087,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,2,15,0.2128,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,2,16,0.3617,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,2,17,0.383,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,2,18,0.6809,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,2,19,0.8298,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,2,20,0.5106,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,2,21,0.1277,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,2,22,0.0851,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,2,23,0.0,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,3,0,0.0,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,3,1,0.0,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,3,2,0.0,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,3,3,0.0,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,3,4,0.0,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,3,5,0.0,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,3,6,0.0,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,3,7,0.0,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,3,8,0.2889,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,3,9,0.3556,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,3,10,0.5556,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,3,11,0.3404,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,3,12,0.2128,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,3,13,0.1277,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,3,14,0.0638,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,3,15,0.1064,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,3,16,0.1915,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,3,17,0.4894,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,3,18,0.617,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,3,19,0.7872,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,3,20,0.617,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,3,21,0.0851,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,3,22,0.0638,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,3,23,0.0,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,4,0,0.0,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,4,1,0.0,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,4,2,0.0,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,4,3,0.0,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,4,4,0.0,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,4,5,0.0,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,4,6,0.0,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,4,7,0.0,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,4,8,0.1277,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,4,9,0.2766,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,4,10,0.4468,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,4,11,0.3191,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,4,12,0.234,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,4,13,0.3617,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,4,14,0.0435,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,4,15,0.1739,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,4,16,0.383,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,4,17,0.6383,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,4,18,0.7021,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,4,19,0.7021,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,4,20,0.587,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,4,21,0.1064,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,4,22,0.1489,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,4,23,0.0213,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,5,0,0.0,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,5,1,0.0,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,5,2,0.0,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,5,3,0.0,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,5,4,0.0,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,5,5,0.0,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,5,6,0.0,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,5,7,0.0,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,5,8,0.0,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,5,9,0.0426,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,5,10,0.0,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,5,11,0.0213,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,5,12,0.0426,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,5,13,0.0426,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,5,14,0.0851,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,5,15,0.1915,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,5,16,0.2553,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,5,17,0.2553,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,5,18,0.2553,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,5,19,0.0851,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,5,20,0.0426,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,5,21,0.0426,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,5,22,0.1915,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,5,23,0.0213,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,6,0,0.0,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,6,1,0.0,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,6,2,0.0,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,6,3,0.0,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,6,4,0.0,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,6,5,0.0,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,6,6,0.0,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,6,7,0.0,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,6,8,0.0,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,6,9,0.0,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,6,10,0.0213,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,6,11,0.0,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,6,12,0.0,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,6,13,0.0,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,6,14,0.0,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,6,15,0.0,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,6,16,0.0851,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,6,17,0.0426,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,6,18,0.1702,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,6,19,0.0638,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,6,20,0.0,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,6,21,0.0213,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,6,22,0.0426,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
51,6,23,0.0,WVQKWL60,VQKWL60,W,民權東路,民權東路六段(防災科學教育館對面),Taipei,Neihu,W
52,0,0,0.0,WVQKWL61,VQKWL61,W,民權東路,民權東路六段203巷口,Taipei,Neihu,W
52,0,1,0.0,WVQKWL61,VQKWL61,W,民權東路,民權東路六段203巷口,Taipei,Neihu,W
52,0,2,0.0,WVQKWL61,VQKWL61,W,民權東路,民權東路六段203巷口,Taipei,Neihu,W
52,0,3,0.0,WVQKWL61,VQKWL61,W,民權東路,民權東路六段203巷口,Taipei,Neihu,W
52,0,4,0.0,WVQKWL61,VQKWL61,W,民權東路,民權東路六段203巷口,Taipei,Neihu,W
52,0,5,0.0,WVQKWL61,VQKWL61,W,民權東路,民權東路六段203巷口,Taipei,Neihu,W
52,0,6,0.0,WVQKWL61,VQKWL61,W,民權東路,民權東路六段203巷口,Taipei,Neihu,W
52,0,7,0.0,WVQKWL61,VQKWL61,W,民權東路,民權東路六段203巷口,Taipei,Neihu,W
52,0,8,0.5238,WVQKWL61,VQKWL61,W,民權東路,民權東路六段203巷口,Taipei,Neihu,W
52,0,9,0.5814,WVQKWL61,VQKWL61,W,民權東路,民權東路六段203巷口,Taipei,Neihu,W
52,0,10,0.2093,WVQKWL61,VQKWL61,W,民權東路,民權東路六段203巷口,Taipei,Neihu,W
52,0,11,0.0233,WVQKWL61,VQKWL61,W,民權東路,民權東路六段203巷口,Taipei,Neihu,W
52,0,12,0.0233,WVQKWL61,VQKWL61,W,民權東路,民權東路六段203巷口,Taipei,Neihu,W
52,0,13,0.0,WVQKWL61,VQKWL61,W,民權東路,民權東路六段203巷口,Taipei,Neihu,W
52,0,14,0.0227,WVQKWL61,VQKWL61,W,民權東路,民權東路六段203巷口,Taipei,Neihu,W
52,0,15,0.0227,WVQKWL61,VQKWL61,W,民權東路,民權東路六段203巷口,Taipei,Neihu,W
52,0,16,0.0,WVQKWL61,VQKWL61,W,民權東路,民權東路六段203巷口,Taipei,Neihu,W
52,0,17,0.0455,WVQKWL61,VQKWL61,W,民權東路,民權東路六段203巷口,Taipei,Neihu,W
52,0,18,0.0682,WVQKWL61,VQKWL61,W,民權東路,民權東路六段203巷口,Taipei,Neihu,W
52,0,19,0.0227,WVQKWL61,VQKWL61,W,民權東路,民權東路六段203巷口,Taipei,Neihu,W
52,0,20,0.0,WVQKWL61,VQKWL61,W,民權東路,民權東路六段203巷口,Taipei,Neihu,W
52,0,21,0.0,WVQKWL61,VQKWL61,W,民權東路,民權東路六段203巷口,Taipei,Neihu,W
52,0,22,0.0,WVQKWL61,VQKWL61,W,民權東路,民權東路六段203巷口,Taipei,Neihu,W
52,0,23,0.0,WVQKWL61,VQKWL61,W,民權東路,民權東路六段203巷口,Taipei,Neihu,W
52,1,0,0.0,WVQKWL61,VQKWL61,W,民權東路,民權東路六段203巷口,Taipei,Neihu,W
52,1,1,0.0,WVQKWL61,VQKWL61,W,民權東路,民權東路六段203巷口,Taipei,Neihu,W
52,1,2,0.0,WVQKWL61,VQKWL61,W,民權東路,民權東路六段203巷口,Taipei,Neihu,W
52,1,3,0.0,WVQKWL61,VQKWL61,W,民權東路,民權東路六段203巷口,Taipei,Neihu,W
52,1,4,0.0,WVQKWL61,VQKWL61,W,民權東路,民權東路六段203巷口,Taipei,Neihu,W
52,1,5,0.0,WVQKWL61,VQKWL61,W,民權東路,民權東路六段203巷口,Taipei,Neihu,W
52,1,6,0.0,WVQKWL61,VQKWL61,W,民權東路,民權東路六段203巷口,Taipei,Neihu,W
52,1,7,0.0,WVQKWL61,VQKWL61,W,民權東路,民權東路六段203巷口,Taipei,Neihu,W
52,1,8,0.6512,WVQKWL61,VQKWL61,W,民權東路,民權東路六段203巷口,Taipei,Neihu,W
52,1,9,0.6279,WVQKWL61,VQKWL61,W,民權東路,民權東路六段203巷口,Taipei,Neihu,W
52,1,10,0.2093,WVQKWL61,VQKWL61,W,民權東路,民權東路六段203巷口,Taipei,Neihu,W
52,1,11,0.0455,WVQKWL61,VQKWL61,W,民權東路,民權東路六段203巷口,Taipei,Neihu,W
52,1,12,0.0682,WVQKWL61,VQKWL61,W,民權東路,民權東路六段203巷口,Taipei,Neihu,W
52,1,13,0.0227,WVQKWL61,VQKWL61,W,民權東路,民權東路六段203巷口,Taipei,Neihu,W
52,1,14,0.0455,WVQKWL61,VQKWL61,W,民權東路,民權東路六段203巷口,Taipei,Neihu,W
52,1,15,0.0465,WVQKWL61,VQKWL61,W,民權東路,民權東路六段203巷口,Taipei,Neihu,W
52,1,16,0.0465,WVQKWL61,VQKWL61,W,民權東路,民權東路六段203巷口,Taipei,Neihu,W
52,1,17,0.1136,WVQKWL61,VQKWL61,W,民權東路,民權東路六段203巷口,Taipei,Neihu,W
52,1,18,0.093,WVQKWL61,VQKWL61,W,民權東路,民權東路六段203巷口,Taipei,Neihu,W
52,1,19,0.0465,WVQKWL61,VQKWL61,W,民權東路,民權東路六段203巷口,Taipei,Neihu,W
52,1,20,0.0227,WVQKWL61,VQKWL61,W,民權東路,民權東路六段203巷口,Taipei,Neihu,W
52,1,21,0.0,WVQKWL61,VQKWL61,W,民權東路,民權東路六段203巷口,Taipei,Neihu,W
52,1,22,0.0,WVQKWL61,VQKWL61,W,民權東路,民權東路六段203巷口,Taipei,Neihu,W
52,1,23,0.0,WVQKWL61,VQKWL61,W,民權東路,民權東路六段203巷口,Taipei,Neihu,W
52,2,0,0.0,WVQKWL61,VQKWL61,W,民權東路,民權東路六段203巷口,Taipei,Neihu,W
52,2,1,0.0,WVQKWL61,VQKWL61,W,民權東路,民權東路六段203巷口,Taipei,Neihu,W
52,2,2,0.0,WVQKWL61,VQKWL61,W,民權東路,民權東路六段203巷口,Taipei,Neihu,W
52,2,3,0.0,WVQKWL61,VQKWL61,W,民權東路,民權東路六段203巷口,Taipei,Neihu,W
52,2,4,0.0,WVQKWL61,VQKWL61,W,民權東路,民權東路六段203巷口,Taipei,Neihu,W
52,2,5,0.0,WVQKWL61,VQKWL61,W,民權東路,民權東路六段203巷口,Taipei,Neihu,W
52,2,6,0.0,WVQKWL61,VQKWL61,W,民權東路,民權東路六段203巷口,Taipei,Neihu,W
52,2,7,0.0,WVQKWL61,VQKWL61,W,民權東路,民權東路六段203巷口,Taipei,Neihu,W
52,2,8,0.5909,WVQKWL61,VQKWL61,W,民權東路,民權東路六段203巷口,Taipei,Neihu,W
52,2,9,0.5682,WVQKWL61,VQKWL61,W,民權東路,民權東路六段203巷口,Taipei,Neihu,W
52,2,10,0.1556,WVQKWL61,VQKWL61,W,民權東路,民權東路六段203巷口,Taipei,Neihu,W
52,2,11,0.0667,WVQKWL61,VQKWL61,W,民權東路,民權東路六段203巷口,Taipei,Neihu,W
52,2,12,0.0444,WVQKWL61,VQKWL61,W,民權東路,民權東路六段203巷口,Taipei,Neihu,W
52,2,13,0.0698,WVQKWL61,VQKWL61,W,民權東路,民權東路六段203巷口,Taipei,Neihu,W
52,2,14,0.0465,WVQKWL61,VQKWL61,W,民權東路,民權東路六段203巷口,Taipei,Neihu,W
52,2,15,0.0682,WVQKWL61,VQKWL61,W,民權東路,民權東路六段203巷口,Taipei,Neihu,W
52,2,16,0.0889,WVQKWL61,VQKWL61,W,民權東路,民權東路六段203巷口,Taipei,Neihu,W
52,2,17,0.0889,WVQKWL61,VQKWL61,W,民權東路,民權東路六段203巷口,Taipei,Neihu,W
52,2,18,0.1111,WVQKWL61,VQKWL61,W,民權東路,民權東路六段203巷口,Taipei,Neihu,W
52,2,19,0.0889,WVQKWL61,VQKWL61,W,民權東路,民權東路六段203巷口,Taipei,Neihu,W
52,2,20,0.0,WVQKWL61,VQKWL61,W,民權東路,民權東路六段203巷口,Taipei,Neihu,W
52,2,21,0.0,WVQKWL61,VQKWL61,W,民權東路,民權東路六段203巷口,Taipei,Neihu,W
52,2,22,0.0,WVQKWL61,VQKWL61,W,民權東路,民權東路六段203巷口,Taipei,Neihu,W
52,2,23,0.0,WVQKWL61,VQKWL61,W,民權東路,民權東路六段203巷口,Taipei,Neihu,W
52,3,0,0.0,WVQKWL61,VQKWL61,W,民權東路,民權東路六段203巷口,Taipei,Neihu,W
52,3,1,0.0,WVQKWL61,VQKWL61,W,民權東路,民權東路六段203巷口,Taipei,Neihu,W
52,3,2,0.0,WVQKWL61,VQKWL61,W,民權東路,民權東路六段203巷口,Taipei,Neihu,W
52,3,3,0.0,WVQKWL61,VQKWL61,W,民權東路,民權東路六段203巷口,Taipei,Neihu,W
52,3,4,0.0,WVQKWL61,VQKWL61,W,民權東路,民權東路六段203巷口,Taipei,Neihu,W
